,id,release_date,movie,production_budget,domestic_gross,genres,tconst,runtime
3602,3,2001-02-02,Valentine,10000000,20384136,Action,tt5305352,
3603,4,2006-06-09,A Prairie Home Companion,10000000,20342852,,,
3604,5,2007-02-23,Reno 911!: Miami,10000000,20342161,,,
3605,6,1998-07-24,Jane Austen's Mafia,10000000,19843795,,,
3606,7,2015-10-23,Paranormal Activity: The Ghost Dimension,10000000,18297124,"Horror,Mystery,Thriller",tt2473510,88.0
3607,8,1994-02-25,Sugar Hill,10000000,18272447,,,
3608,9,2008-06-20,Kit Kittredge: An American Girl,10000000,17657973,,,
3609,10,1985-09-27,Invasion U.S.A.,10000000,17536256,,,
3610,11,2005-09-23,Roll Bounce,10000000,17380866,,,
3611,12,1998-12-11,Rushmore,10000000,17105219,,,
3612,13,1990-01-19,Tremors,10000000,16667084,,,
3613,14,2005-06-17,The Perfect Man,10000000,16535005,"Drama,Romance",tt1881085,90.0
3614,15,1990-08-03,Mo' Better Blues,10000000,16153000,,,
3615,16,2002-01-25,Kung Pow: Enter the Fist,10000000,16033556,,,
3616,17,2016-10-07,The Birth of a Nation,10000000,15861566,"Biography,Drama,History",tt4196450,120.0
3617,18,2003-05-30,Wrong Turn,10000000,15417771,,,
3618,19,1980-05-16,The Long Riders,10000000,15198912,,,
3619,20,1999-03-12,The Corruptor,10000000,15164492,,,
3620,21,2009-08-14,"The Goods: Live Hard, Sell Hard",10000000,15122676,,,
3621,22,2011-11-23,My Week with Marilyn,10000000,14597405,"Biography,Drama",tt1655420,99.0
3622,23,2014-12-25,Big Eyes,10000000,14482031,"Biography,Crime,Drama",tt1126590,106.0
3623,24,2005-08-05,Broken Flowers,10000000,13744960,,,
3624,25,2002-06-28,Hey Arnold! The Movie,10000000,13684949,,,
3625,26,2005-12-30,The Matador,10000000,12589255,,,
3626,27,1997-03-14,Love Jones,10000000,12554569,,,
3627,28,2000-12-19,The Gift,10000000,12008642,Drama,tt1494821,
3628,29,2006-01-20,End of the Spear,10000000,11748661,,,
3629,30,2001-03-09,Get Over It,10000000,11560259,,,
3630,31,2000-10-20,The Legend of Drunken Master,10000000,11546543,,,
3631,32,1999-02-19,Office Space,10000000,10827813,,,
3632,33,1999-07-23,Drop Dead Gorgeous,10000000,10571408,Comedy,tt4543578,100.0
3633,34,2019-04-05,The Best of Enemies,10000000,10205616,"Biography,Drama,History",tt4807408,133.0
3634,35,1998-04-03,The Spanish Prisoner,10000000,10162034,,,
3635,36,1999-06-11,Le Violon rouge,10000000,10019109,,,
3636,37,1998-11-25,Very Bad Things,10000000,9949470,,,
3637,38,2004-07-09,Sleepover,10000000,9408183,,,
3638,39,2013-01-25,Movie 43,10000000,8840453,Comedy,tt1333125,94.0
3639,40,2018-10-19,Can You Ever Forgive Me?,10000000,8803865,"Biography,Comedy,Crime",tt4595882,106.0
3640,41,1984-10-26,Body Double,10000000,8801940,,,
3641,42,2010-05-21,MacGruber,10000000,8525600,"Action,Comedy,Romance",tt1470023,90.0
3642,43,2003-07-18,Dirty Pretty Things,10000000,8112414,,,
3643,44,2014-03-14,Bad Words,10000000,7779614,"Comedy,Drama",tt2170299,89.0
3644,45,2015-03-27,While We're Young,10000000,7582065,"Comedy,Drama,Mystery",tt1791682,97.0
3645,46,2008-02-01,Over Her Dead Body,10000000,7570127,,,
3646,47,2001-10-24,Bones,10000000,7316658,Drama,tt1447480,88.0
3647,48,2012-06-22,Seeking a Friend for the End of the World,10000000,7078738,"Adventure,Comedy,Drama",tt1307068,101.0
3648,49,2006-12-01,Turistas,10000000,7027762,,,
3649,50,2016-11-11,Shut In,10000000,6900335,"Drama,Mystery,Thriller",tt2582500,91.0
3650,51,2011-02-11,Cedar Rapids,10000000,6861102,Comedy,tt1477837,87.0
3651,52,2012-11-30,The Collection,10000000,6810754,"Action,Horror,Thriller",tt1748227,82.0
3652,53,1998-10-30,American History X,10000000,6719864,,,
3653,54,2004-01-16,Teacher's Pet: The Movie,10000000,6491969,,,
3654,55,1999-10-15,The Straight Story,10000000,6197866,,,
3655,56,2002-05-03,Deuces Wild,10000000,6044618,,,
3656,57,2008-03-28,"Run, Fatboy, Run",10000000,6003262,,,
3657,58,1981-12-18,Heartbeeps,10000000,6000000,,,
3658,59,2015-03-20,Danny Collins,10000000,5637066,"Biography,Comedy,Drama",tt1772288,106.0
3659,60,2007-07-04,Rescue Dawn,10000000,5490423,,,
3660,61,2000-04-05,Black and White,10000000,5241315,Drama,tt1636833,90.0
3661,62,2010-06-18,Io sono lâamore,10000000,5005465,,,
3662,63,2001-10-26,On the Line,10000000,4365455,Documentary,tt1922678,68.0
3663,64,2018-06-15,Gotti,10000000,4286367,"Biography,Crime,Drama",tt1801552,112.0
3664,65,2012-03-16,"Jeff, Who Lives at Home",10000000,4269426,"Comedy,Drama",tt1588334,83.0
3665,66,2016-09-30,Denial,10000000,4073448,"Biography,Drama",tt4645330,109.0
3666,67,2016-04-29,The Man Who Knew Infinity,10000000,3877922,"Biography,Drama",tt0787524,108.0
3667,68,2016-10-14,Max Steel,10000000,3818664,"Action,Adventure,Family",tt1472584,92.0
3668,69,2016-03-30,Everybody Wants Some,10000000,3400278,,,
3669,70,1996-10-04,Crash,10000000,3357324,Thriller,tt2822062,94.0
3670,71,2012-10-12,Atlas Shrugged: Part II,10000000,3336053,,,
3671,72,1994-02-04,Romeo Is Bleeding,10000000,3275585,"Biography,Documentary,Drama",tt2866774,93.0
3672,73,1999-10-08,The Limey,10000000,3193102,,,
3673,74,2014-11-14,Rosewater,10000000,3128941,"Biography,Drama",tt2752688,103.0
3674,75,2000-12-22,The House of Mirth,10000000,3041803,Music,tt5867616,64.0
3675,76,1987-05-01,Malone,10000000,3000000,,,
3676,77,2006-06-02,Peaceful Warrior,10000000,2893666,,,
3677,78,2011-09-09,Bucky Larson: Born to Be a Star,10000000,2529395,Comedy,tt1411664,97.0
3678,79,2000-10-06,Bamboozled,10000000,2185266,,,
3679,80,1981-02-11,Sphinx,10000000,2000000,,,
3680,81,2013-05-03,The Iceman,10000000,1930282,"Biography,Crime,Drama",tt1491044,106.0
3681,82,2015-06-05,Testament of Youth,10000000,1822250,"Biography,Drama,History",tt1441953,129.0
3682,83,2017-04-21,Free Fire,10000000,1799322,"Action,Comedy,Crime",tt4158096,91.0
3683,84,2011-06-24,A Better Life,10000000,1759252,"Drama,Romance",tt1554091,98.0
3684,85,2003-02-28,Spider,10000000,1641788,,,
3685,86,2000-02-04,Gun Shy,10000000,1638202,"Action,Adventure,Comedy",tt3910736,92.0
3686,87,2002-12-27,Nicholas Nickleby,10000000,1562800,,,
3687,88,2010-04-16,The Joneses,10000000,1475746,"Comedy,Drama",tt1152830,117.0
3688,89,2006-06-23,Krrish,10000000,1430721,,,
3689,90,2012-07-27,Killer Joe,10000000,1291645,"Crime,Drama,Thriller",tt1726669,102.0
3690,91,2017-06-02,Churchill,10000000,1279681,"Biography,Drama,History",tt2674454,105.0
3691,92,2000-08-11,Cecil B. Demented,10000000,1276984,,,
3692,93,2014-03-21,50 to 1,10000000,1069454,Drama,tt1777595,110.0
3693,94,2003-05-02,Owning Mahowny,10000000,1011054,,,
3694,95,2007-10-19,The Ten Commandments,10000000,952820,,,
3695,96,2007-09-07,The Brothers Solomon,10000000,900926,,,
3696,97,2008-04-04,My Blueberry Nights,10000000,866778,,,
3697,98,1999-08-06,Illuminata,10000000,836641,,,
3698,99,2012-01-20,Coriolanus,10000000,749641,,tt10398140,
3699,100,2013-10-04,Parkland,10000000,641439,"Drama,History,Mystery",tt2345112,93.0
3700,1,2002-10-11,Swept Away,10000000,598645,,,
3701,2,2008-05-23,"War, Inc.",10000000,580862,,,
3702,3,2004-04-02,Shaolin Soccer,10000000,488872,,,
3703,4,2004-08-27,The Brown Bunny,10000000,366301,,,
3704,5,2007-09-14,King of California,10000000,268461,,,
3705,6,1997-10-24,Rien ne va plus,10000000,245359,,,
3706,7,1998-08-14,La femme de chambre du Titanic,10000000,244465,,,
3707,8,2004-12-17,Imaginary Heroes,10000000,228524,,,
3708,9,2001-10-26,High Heels and Low Lifes,10000000,226792,,,
3709,10,2009-08-21,World's Greatest Dad,10000000,221805,,,
3710,11,2013-05-03,"Cinco de Mayo, La Batalla",10000000,173472,"Drama,History,War",tt2553908,125.0
3711,12,2010-10-29,Welcome to the Rileys,10000000,152857,Drama,tt1183923,110.0
3712,13,2016-09-09,Kicks,10000000,150191,"Adventure,Drama",tt4254584,80.0
3713,14,2009-10-09,Free Style,10000000,141108,,,
3714,15,2012-06-01,High School,10000000,139034,Comedy,tt1247667,99.0
3715,16,2007-05-18,Severance,10000000,137221,"Drama,Sci-Fi",tt1585997,
3716,17,2006-07-14,Edmond,10000000,131719,"Comedy,Drama,History",tt7201846,110.0
3717,18,2010-04-23,Joheunnom nabbeunnom isanghannom,10000000,128486,,,
3718,19,1994-08-26,Police Academy 7: Mission to Moscow,10000000,126247,,,
3719,20,2010-02-19,Blood Done Sign My Name,10000000,109383,Drama,tt1210039,128.0
3720,21,2010-02-19,The Good Guy,10000000,100688,,,
3721,22,2009-10-23,Motherhood,10000000,93388,"Drama,Romance",tt6208138,74.0
3722,23,2004-10-15,Eulogy,10000000,70527,,,
3723,24,2014-11-07,Elsa & Fred,10000000,67657,"Comedy,Drama,Romance",tt2113659,93.0
3724,25,1998-02-27,An Alan Smithee Film: Burn Hollywood Burn,10000000,45779,,,
3725,26,2009-08-28,The Open Road,10000000,19716,,,
3726,27,2015-07-10,Strangerland,10000000,17472,"Drama,Mystery,Thriller",tt2325977,112.0
3727,28,2015-03-13,Hross i oss,10000000,11894,,,
3728,29,2009-10-16,Janky Promoters,10000000,9069,,,
3729,30,2007-12-21,Blonde Ambition,10000000,6422,,,
3730,31,2010-08-06,The Oxford Murders,10000000,4803,,,
3731,32,2014-12-26,Barbecue,10000000,388,Comedy,tt3202120,98.0
3732,33,2010-12-31,The Reef,10000000,0,"Adventure,Drama,Horror",tt1320291,94.0
3733,34,2008-01-08,White Noise 2: The Light,10000000,0,,,
3734,35,2015-07-21,American Heist,10000000,0,"Action,Crime,Drama",tt2923316,94.0
3735,36,2010-10-08,It's a Wonderful Afterlife,10000000,0,"Comedy,Drama,Fantasy",tt1319716,100.0
3736,37,2011-06-21,You Got Served: Beat The World,10000000,0,,,
3737,38,2009-08-21,Fifty Dead Men Walking,10000000,0,,,
3738,39,2014-09-26,Plastic,10000000,0,Horror,tt1691450,80.0
3739,40,2015-03-10,Jungle Shuffle,10000000,0,"Adventure,Animation",tt2722786,85.0
3740,41,2009-09-22,Adam Resurrected,10000000,0,,,
3741,42,2009-05-26,The Devil's Tomb,10000000,0,,,
3742,43,2009-12-31,Good Intentions,10000000,0,Comedy,tt1070781,84.0
3743,44,2007-02-02,Partition,10000000,0,,,
3744,45,2012-04-13,Detention,10000000,0,"Horror,Thriller",tt0990363,81.0
3745,46,2014-02-07,Nurse 3D,10000000,0,"Horror,Thriller",tt1913166,84.0
3746,47,2015-05-19,Into the Grizzly Maze,10000000,0,"Action,Adventure,Drama",tt1694021,94.0
3747,48,2017-09-22,Friend Request,9900000,3759078,Thriller,tt2277308,91.0
3748,49,2010-04-30,Gunless,9900000,458054,"Action,Comedy,Drama",tt1376195,89.0
3749,50,2009-04-03,Adventureland,9800000,16044025,,,
3750,51,2012-12-19,Amour,9700000,6738954,"Drama,Romance",tt1602620,127.0
3751,52,2006-04-28,The Lost City,9600000,2484186,,,
3752,53,2000-01-12,Next Friday,9500000,57176582,,,
3753,54,1967-06-13,You Only Live Twice,9500000,43100000,Documentary,tt3786446,50.0
3754,55,1988-06-10,Poltergeist III,9500000,14114000,,,
3755,56,2016-12-21,Dangal,9500000,12391761,"Action,Biography,Drama",tt5074352,161.0
3756,57,2010-03-19,The Runaways,9500000,3573673,"Biography,Drama,Music",tt1017451,106.0
3757,58,2009-10-30,Gentlemen Broncos,9500000,115155,,,
3758,59,2013-12-31,Re-Kill,9500000,0,"Action,Horror",tt1612319,88.0
3759,60,1963-11-07,It's a Mad Mad Mad Mad World,9400000,46300000,,,
3760,61,2006-11-03,Volver,9400000,12899867,,,
3761,62,2011-11-11,Melancholia,9400000,3030848,"Drama,Sci-Fi",tt1527186,135.0
3762,63,1981-08-07,Heavy Metal,9300000,19571091,"Documentary,Family",tt3718152,50.0
3763,64,2012-11-13,Jab Tak Hai Jaan,9200000,3047539,"Drama,Romance",tt2176013,176.0
3764,65,1995-12-29,Richard III,9200000,2684904,Drama,tt8680254,
3765,66,2010-05-21,Kites,9200000,1685269,"Action,Drama,Romance",tt1198101,123.0
3766,67,2011-12-31,Red Dog,9100000,0,"Biography,Comedy,Drama",tt0803061,92.0
3767,68,2010-12-31,Mine Vaganti,9100000,0,,,
3768,69,2003-10-17,The Texas Chainsaw Massacre,9000000,80571655,,,
3769,70,1971-01-01,Fiddler on the Roof,9000000,80500000,,,
3770,71,2014-07-18,The Purge: Anarchy,9000000,71562550,"Action,Horror,Sci-Fi",tt2975578,103.0
3771,72,1965-12-29,Thunderball,9000000,63600000,,,
3772,73,2008-05-30,The Strangers,9000000,52597610,"Action,Drama,Horror",tt2529924,
3773,74,1996-11-06,Set It Off,9000000,36049108,,,
3774,75,2016-10-21,Ouija: Origin of Evil,9000000,35144505,"Drama,Horror,Mystery",tt4361050,99.0
3775,76,1999-10-22,The Best Man,9000000,34102780,,,
3776,77,1988-11-09,Child's Play,9000000,33244684,Horror,tt8663516,120.0
3777,78,2019-02-13,Happy Death Day 2U,9000000,28051045,"Drama,Horror,Mystery",tt8155288,100.0
3778,79,2007-06-22,Sicko,9000000,24538513,,,
3779,80,2015-01-30,Black or White,9000000,21571189,Drama,tt2883434,121.0
3780,81,2000-01-21,Down to You,9000000,20035310,,,
3781,82,2004-07-30,Harold & Kumar Go to White Castle,9000000,18225165,,,
3782,83,2000-10-13,The Contender,9000000,17804273,"Documentary,Drama,Sport",tt6619272,74.0
3783,84,2000-02-18,Boiler Room,9000000,16963963,,,
3784,85,2006-12-05,Black Christmas,9000000,16235738,,,
3785,86,2016-11-18,The Edge of Seventeen,9000000,14431633,"Comedy,Drama",tt1878870,104.0
3786,87,2016-12-02,Jackie,9000000,13960394,"Biography,Drama,History",tt1619029,100.0
3787,88,1984-03-16,The Ice Pirates,9000000,13075390,,,
3788,89,2004-05-14,Breakin' All the Rules,9000000,12232382,,,
3789,90,2011-08-12,Glee: The 3D Concert Movie,9000000,11862398,"Documentary,Music",tt1922612,84.0
3790,91,1989-11-08,Henry V,9000000,10161099,"Adventure,Biography,Drama",tt7809816,122.0
3791,92,2016-11-04,Loving,9000000,7710234,"Drama,Romance",tt2495212,105.0
3792,93,2007-11-28,The Savages,9000000,6623082,,,
3793,94,2003-04-16,Chasing Papi,9000000,6126237,,,
3794,95,2000-09-08,The Way of the Gun,9000000,6047856,,,
3795,96,2019-05-17,The Sun is Also a Star,9000000,4950029,,,
3796,97,2008-08-22,Hamlet 2,9000000,4886216,,,
3797,98,2002-09-13,Igby Goes Down,9000000,4777465,,,
3798,99,1994-04-29,PCU,9000000,4333569,,,
3799,100,2007-03-09,The Ultimate Gift,9000000,3438735,,,
3800,1,2000-09-29,Beautiful,9000000,3134509,"Biography,Drama,Family",tt2133191,120.0
3801,2,2007-06-01,Gracie,9000000,2956339,"Crime,Drama,Fantasy",tt1196939,71.0
3802,3,2013-03-22,The Sapphires,9000000,2450867,"Biography,Comedy,Drama",tt1673697,103.0
3803,4,2016-08-26,Greater,9000000,2000093,"Biography,Family,Sport",tt2950418,130.0
3804,5,2018-12-25,Destroyer,9000000,1533324,"Action,Crime,Drama",tt7137380,121.0
3805,6,2006-08-18,Trust the Man,9000000,1530535,,,
3806,7,2005-08-26,Undiscovered,9000000,1069318,,,
3807,8,1998-11-06,Velvet Goldmine,9000000,1053788,,,
3808,9,2010-05-14,Princess Kaiulani,9000000,883887,,,
3809,10,2003-06-20,The Legend of Suriyothai,9000000,454255,,,
3810,11,1991-10-25,Due occhi diabolici,9000000,349618,,,
3811,12,2016-05-06,Dheepan,9000000,248795,"Crime,Drama",tt4082068,115.0
3812,13,2010-01-22,La fille du RER,9000000,208163,,,
3813,14,2002-10-25,All or Nothing,9000000,184255,"Action,Thriller,War",tt1641918,61.0
3814,15,2010-02-05,Red Riding: The Year of Our Lord 1974,9000000,148826,,,
3815,16,2009-07-31,Flammen og Citronen,9000000,148089,,,
3816,17,2010-04-02,Leaves of Grass,9000000,70066,,,
3817,18,2006-11-22,Opal Dream,9000000,14443,,,
3818,19,2015-05-08,Skin Trade,9000000,1242,Documentary,tt1576702,78.0
3819,20,2014-06-17,Beneath Hill 60,9000000,0,"Drama,History,War",tt1418646,122.0
3820,21,2015-01-20,Veronika Decides to Die,9000000,0,,,
3821,22,1968-10-10,Barbarella,9000000,0,,,
3822,23,2013-02-01,A Haunting in Connecticut 2: The Ghosts of Georgia,9000000,0,,,
3823,24,2012-05-18,Polisse,8900000,176988,"Crime,Drama",tt1661420,127.0
3824,25,2015-11-13,Heist,8900000,50136,"Action,Crime,Thriller",tt3276924,93.0
3825,26,2011-02-26,Ultramarines,8900000,0,,,
3826,27,1986-09-26,Crocodile Dundee,8800000,174803506,,,
3827,28,2004-12-31,The I Inside,8800000,0,,,
3828,29,2007-11-30,Awake,8600000,14373825,Drama,tt6946440,75.0
3829,30,2016-11-18,Manchester by the Sea,8500000,47695371,Drama,tt4034228,137.0
3830,31,2009-12-16,Crazy Heart,8500000,39471742,,,
3831,32,2008-08-15,Star Wars: The Clone Wars,8500000,35161554,,,
3832,33,2015-02-20,The DUFF,8500000,34030343,,,
3833,34,2014-10-31,Nightcrawler,8500000,32381218,"Crime,Drama,Thriller",tt2872718,117.0
3834,35,1987-07-31,The Lost Boys,8500000,32222567,,,
3835,36,2019-01-16,Dragon Ball Super: Broly,8500000,30376755,"Action,Adventure,Animation",tt7961060,100.0
3836,37,1979-11-07,The Rose,8500000,29200000,,,
3837,38,2013-09-27,Baggage Claim,8500000,21569509,Comedy,tt1171222,96.0
3838,39,2016-10-07,Middle School: The Worst Years of My Life,8500000,20007149,"Comedy,Family",tt4981636,92.0
3839,40,1991-03-01,Haakon Haakonsen,8500000,15024232,,,
3840,41,1999-04-23,Election,8500000,14943582,,,
3841,42,2007-03-09,The Namesake,8500000,13610521,Drama,tt7106782,77.0
3842,43,2013-10-18,All is Lost,8500000,6263670,,,
3843,44,2004-02-27,Club Dread,8500000,5001655,,,
3844,45,2009-09-17,Bright Star,8500000,4444637,,,
3845,46,2001-09-21,Glitter,8500000,4273372,,,
3846,47,2014-06-13,The Rover,8500000,1109199,"Action,Crime,Drama",tt2345737,103.0
3847,48,2004-04-23,Silmido,8500000,298347,,,
3848,49,2008-11-07,Repo! The Genetic Opera,8500000,140244,,,
3849,50,2017-12-31,Posledniy bogatyr,8500000,0,"Action,Adventure,Comedy",tt6175394,114.0
3850,51,2016-11-01,A.C.O.R.N.S.: Operation Crackdown,8500000,0,"Animation,Comedy,Family",tt2097333,83.0
3851,52,2010-02-12,My Name is Khan,8470000,4046336,,,
3852,53,2007-03-23,Namastey London,8400000,1207007,,,
3853,54,2013-05-31,Yeh Jawaani Hai Deewani,8300000,3827466,"Comedy,Drama,Musical",tt2178470,160.0
3854,55,1999-06-04,Limbo,8300000,2160710,"Drama,Thriller",tt10428118,89.0
3855,56,2007-03-16,The Wind That Shakes the Barley,8300000,1829142,,,
3856,57,2010-04-16,The City of Your Final Destination,8300000,493296,,,
3857,58,2006-11-24,Kurtlar vadisi - Irak,8300000,0,,,
3858,59,1951-02-23,Quo Vadis?,8250000,30000000,"Drama,Romance",tt4768504,45.0
3859,60,1965-03-02,The Sound of Music,8200000,163214286,,,
3860,61,1984-02-17,Footloose,8200000,80000000,"Comedy,Drama,Music",tt1068242,113.0
3861,62,1994-10-14,Pulp Fiction,8000000,107928762,,,
3862,63,1984-06-22,The Karate Kid,8000000,90815558,"Action,Drama,Family",tt1155076,140.0
3863,64,1979-06-22,The Muppet Movie,8000000,76657000,,,
3864,65,1984-03-09,Splash,8000000,62599495,,,
3865,66,2006-07-26,Little Miss Sunshine,8000000,59891098,,,
3866,67,2010-09-17,Easy A,8000000,58401464,"Comedy,Drama,Romance",tt1282140,92.0
3867,68,1986-08-08,Stand by Me,8000000,52287414,Drama,tt8383596,91.0
3868,69,2003-06-27,28 Days Laterâ¦,8000000,45064915,,,
3869,70,1979-06-22,Escape from Alcatraz,8000000,43000000,,,
3870,71,2004-01-30,You Got Served,8000000,40066497,,,
3871,72,2019-05-03,The Intruder,8000000,35095904,Horror,tt1773741,106.0
3872,73,2011-09-30,50/50,8000000,35016118,"Comedy,Drama,Romance",tt1306980,100.0
3873,74,1996-04-03,A Thin Line Between Love & Hate,8000000,34873513,,,
3874,75,2015-09-02,A Walk in the Woods,8000000,29499394,"Adventure,Biography,Comedy",tt1178665,104.0
3875,76,2002-10-11,Brown Sugar,8000000,27362712,Drama,tt2675102,120.0
3876,77,1992-03-13,Howards End,8000000,26124872,,,
3877,78,2014-01-31,That Awkward Moment,8000000,26068955,"Comedy,Romance",tt1800246,94.0
3878,79,2008-03-21,Shutter,8000000,25928550,Thriller,tt2522328,133.0
3879,80,1981-12-25,Modern Problems,8000000,24474312,,,
3880,81,1969-12-18,On Her Majesty's Secret Service,8000000,22800000,,,
3881,82,1993-05-07,Much Ado About Nothing,8000000,22549338,Drama,tt10332120,130.0
3882,83,1992-04-10,The Player,8000000,21706101,Sci-Fi,tt5835452,90.0
3883,84,1982-11-10,Creepshow,8000000,20036244,,,
3884,85,2006-04-28,Akeelah and the Bee,8000000,18848430,,,
3885,86,1994-10-14,Wes Craven's New Nightmare,8000000,18090181,,,
3886,87,1999-10-01,Drive Me Crazy,8000000,17843379,,,
3887,88,2013-09-18,Enough Said,8000000,17550872,"Comedy,Drama,Romance",tt2390361,93.0
3888,89,1998-01-16,Half Baked,8000000,17394881,,,
3889,90,2009-01-30,New in Town,8000000,16734283,"Adventure,Comedy,Fantasy",tt6179182,95.0
3890,91,2014-06-27,Begin Again,8000000,16170632,"Drama,Family",tt1945037,68.0
3891,92,2000-04-14,American Psycho,8000000,15070285,,,
3892,93,2006-05-19,See No Evil,8000000,15032800,Documentary,tt3508850,75.0
3893,94,2002-08-07,The Good Girl,8000000,14018296,,,
3894,95,2006-08-04,"Bon Cop, Bad Cop",8000000,12671300,,,
3895,96,2009-10-30,The Boondock Saints 2: All Saints Day,8000000,10273187,,,
3896,97,2011-04-29,Prom,8000000,10130219,"Comedy,Drama,Family",tt1604171,104.0
3897,98,1994-04-22,The Inkwell,8000000,8864699,,,
