,id,release_date,movie,production_budget,domestic_gross,genres,tconst,runtime
1191,92,1997-11-07,Mad City,50000000,10561038,,,
1192,93,1995-10-13,The Scarlet Letter,50000000,10359006,"Drama,History",tt4700594,111.0
1193,94,2005-10-14,Domino,50000000,10169202,"Crime,Thriller",tt3282076,89.0
1194,95,1995-10-13,Jade,50000000,9812870,"Crime,Drama",tt2359998,108.0
1195,96,2009-02-27,Street Fighter: The Legend of Chun-Li,50000000,8742261,,,
1196,97,2002-03-29,Death to Smoochy,50000000,8355815,,,
1197,98,2018-02-16,Early Man,50000000,8267544,"Adventure,Animation,Comedy",tt4701724,89.0
1198,99,2009-11-13,The Boat That Rocked,50000000,8017467,,,
1199,100,2004-01-30,The Big Bounce,50000000,6471394,,,
1200,1,2000-03-03,What Planet Are You From?,50000000,6291602,,,
1201,2,2015-04-17,Child 44,50000000,1224330,"Crime,Drama,History",tt1014763,137.0
1202,3,2009-01-23,Outlander,50000000,166003,,,
1203,4,2013-03-15,Upside Down,50000000,102118,"Drama,Fantasy,Romance",tt1374992,109.0
1204,5,2015-10-02,Shanghai,50000000,46425,"Crime,Drama,Mystery",tt1092634,105.0
1205,6,2020-12-31,Hannibal the Conqueror,50000000,0,,,
1206,7,2019-11-08,Arctic Dogs,50000000,0,,,
1207,8,2019-11-22,The Rhythm Section,50000000,0,"Action,Mystery,Thriller",tt7134096,
1208,9,2019-09-20,Ad Astra,49800000,0,"Adventure,Drama,Mystery",tt2935510,
1209,10,2001-11-02,The One,49000000,43905746,Horror,tt10339624,
1210,11,2015-03-06,Chappie,49000000,31569268,"Action,Crime,Drama",tt1823672,120.0
1211,12,1990-07-11,The Adventures of Ford Fairlane,49000000,20423389,,,
1212,13,2012-11-16,Anna Karenina,49000000,12816367,,tt10453206,
1213,14,1989-05-24,Indiana Jones and the Last Crusade,48000000,197171806,,,
1214,15,2002-10-18,The Ring,48000000,129094024,,tt10453170,
1215,16,2000-12-27,Traffic,48000000,124107476,"Action,Adventure,Mystery",tt1821682,122.0
1216,17,2002-03-29,Panic Room,48000000,95308367,"Action,Drama,Mystery",tt5521836,
1217,18,2015-01-09,Taken 3,48000000,89256424,"Action,Thriller",tt2446042,108.0
1218,19,1999-08-06,The Thomas Crown Affair,48000000,69304264,,,
1219,20,2018-11-16,Instant Family,48000000,67363237,"Comedy,Drama",tt7401588,118.0
1220,21,1999-11-05,The Bone Collector,48000000,66488090,,,
1221,22,1999-10-01,Three Kings,48000000,60652036,"Biography,Documentary,Sport",tt1609986,65.0
1222,23,2010-01-22,Tooth Fairy,48000000,60022256,"Comedy,Family,Fantasy",tt0808510,101.0
1223,24,2001-08-17,Rat Race,48000000,56607223,,,
1224,25,2007-09-07,3:10 to Yuma,48000000,53606916,,,
1225,26,2001-08-13,K-PAX,48000000,50315140,,,
1226,27,2001-12-25,Kate and Leopold,48000000,47095453,,,
1227,28,2000-10-20,Bedazzled,48000000,37879996,,,
1228,29,1998-06-26,Out of Sight,48000000,37562568,Sport,tt4256672,
1229,30,1984-12-14,The Cotton Club,48000000,25928721,,,
1230,31,2008-01-25,Rambo,47500000,42754105,"Comedy,Drama,Thriller",tt3107798,144.0
1231,32,2016-07-13,The Infiltrator,47500000,15436808,"Biography,Crime,Drama",tt1355631,127.0
1232,33,1990-06-15,Dick Tracy,47000000,103738726,,,
1233,34,2016-11-11,Arrival,47000000,100546139,"Drama,Mystery,Sci-Fi",tt2543164,116.0
1234,35,1996-06-14,The Cable Guy,47000000,60240295,,,
1235,36,2009-04-22,Earth,47000000,32011576,Sci-Fi,tt3518372,60.0
1236,37,2001-10-19,Riding in Cars with Boys,47000000,29781453,,,
1237,38,2007-01-05,Happily N'Ever After,47000000,15849032,,,
1238,39,2002-11-27,Solaris,47000000,14970038,,,
1239,40,2010-06-18,Jonah Hex,47000000,10547117,"Action,Drama,Fantasy",tt1075747,81.0
1240,41,1996-02-23,Mary Reilly,47000000,5707094,,,
1241,42,2016-12-23,Silence,46500000,7100177,"Adventure,Drama,History",tt0490215,161.0
1242,43,2013-11-01,Mr. Nobody,46500000,3622,,,
1243,44,1997-06-20,My Best Friend's Wedding,46000000,126813153,"Comedy,Romance",tt5275314,91.0
1244,45,2001-07-20,America's Sweethearts,46000000,93607673,,,
1245,46,1996-11-22,Star Trek: First Contact,46000000,92027888,,,
1246,47,2002-05-24,Insomnia,46000000,67263182,Drama,tt5889398,
1247,48,2013-09-20,Prisoners,46000000,61002302,"Crime,Drama,Mystery",tt1392214,153.0
1248,49,1996-07-12,Courage Under Fire,46000000,59003384,,,
1249,50,1982-09-17,Inchon,46000000,4408636,,,
1250,51,2010-12-31,Arthur and the War of Two Worlds,45500000,347136,,,
1251,52,1997-03-21,Liar Liar,45000000,181410615,,,
1252,53,1998-11-20,A Bug's Life,45000000,162798565,,,
1253,54,2012-10-05,Taken 2,45000000,139854287,"Action,Thriller",tt1397280,92.0
1254,55,1994-05-27,The Flintstones,45000000,130531208,,,
1255,56,2003-10-24,Scary Movie 3,45000000,110000082,,,
1256,57,2000-12-22,Miss Congeniality,45000000,106807667,,,
1257,58,2017-12-22,Pitch Perfect 3,45000000,104897530,"Comedy,Music",tt4765284,93.0
1258,59,2008-07-11,Journey to the Center of the Earth,45000000,101704370,,,
1259,60,1993-12-17,The Pelican Brief,45000000,100768056,,,
1260,61,2004-08-11,The Princess Diaries 2: Royal Engagement,45000000,95149435,,,
1261,62,2007-12-25,The Bucket List,45000000,93466502,"Adventure,Comedy",tt8633834,60.0
1262,63,1994-07-20,The Client,45000000,92115211,"Drama,Thriller",tt2072962,123.0
1263,64,2011-11-23,The Muppets,45000000,88625922,"Adventure,Comedy,Family",tt1204342,103.0
1264,65,1992-06-05,Patriot Games,45000000,83287363,,,
1265,66,2005-05-13,Monster-in-Law,45000000,82931301,,,
1266,67,2001-10-05,Training Day,45000000,76261036,,,
1267,68,2016-10-07,The Girl on the Train,45000000,75395035,Thriller,tt2387589,80.0
1268,69,1999-12-24,Galaxy Quest,45000000,71423726,,,
1269,70,2001-07-04,Scary Movie 2,45000000,71277420,,,
1270,71,1998-08-21,Blade,45000000,70141876,,,
1271,72,2005-01-14,Coach Carter,45000000,67264877,,,
1272,73,2010-03-19,The Bounty Hunter,45000000,67061228,"Action,Comedy,Romance",tt1038919,110.0
1273,74,2002-04-12,Changing Lanes,45000000,66790248,,,
1274,75,1997-04-11,Anaconda,45000000,65598907,,,
1275,76,2006-01-20,Underworld: Evolution,45000000,62318875,,,
1276,77,2000-08-04,Coyote Ugly,45000000,60786269,,,
1277,78,2003-11-07,Love Actually,45000000,59472278,,,
1278,79,1996-08-09,Jack,45000000,58617334,"Comedy,Drama",tt10265934,82.0
1279,80,1994-10-07,The Specialist,45000000,57362581,,,
1280,81,2016-12-09,Office Christmas Party,45000000,54767494,Comedy,tt1711525,105.0
1281,82,1996-08-16,Tin Cup,45000000,53854588,,,
1282,83,2005-11-23,"Yours, Mine and Ours",45000000,53359917,,,
1283,84,2005-05-13,Kicking and Screaming,45000000,52842724,,,
1284,85,2005-04-29,The Hitchhiker's Guide to the Galaxy,45000000,51019112,,,
1285,86,2007-09-21,Resident Evil: Extinction,45000000,50648679,,,
1286,87,2004-12-25,Fat Albert,45000000,48114556,,,
1287,88,2012-07-06,Savages,45000000,47323100,"Crime,Drama,Thriller",tt1615065,131.0
1288,89,1994-09-30,The River Wild,45000000,46815000,,,
1289,90,2014-05-23,Blended,45000000,46290741,"Comedy,Romance",tt1086772,117.0
1290,91,2017-06-16,All Eyez on Me,45000000,44922302,"Biography,Drama,Music",tt1666185,139.0
1291,92,2006-01-13,Last Holiday,45000000,38399961,,,
1292,93,2006-03-03,16 Blocks,45000000,36895141,,,
1293,94,1995-07-14,The Indian in the Cupboard,45000000,35627222,,,
1294,95,2004-09-10,Cellular,45000000,32003620,,,
1295,96,2006-07-28,The Ant Bully,45000000,28142535,,,
1296,97,2003-07-18,Johnny English,45000000,28013509,,,
1297,98,1984-12-14,Dune,45000000,27447471,"Adventure,Drama,Sci-Fi",tt1160419,
1298,99,2009-07-31,Aliens in the Attic,45000000,25200412,,,
1299,100,2007-09-14,Across the Universe,45000000,24343673,,,
1300,1,2008-12-26,Revolutionary Road,45000000,22951340,,,
1301,2,2008-08-29,Babylon A.D.,45000000,22532572,,,
1302,3,1994-11-04,Frankenstein,45000000,22006296,Drama,tt1795369,130.0
1303,4,1996-10-04,The Glimmer Man,45000000,20404841,,,
1304,5,1996-07-17,Multiplicity,45000000,20133326,,,
1305,6,2019-05-03,UglyDolls,45000000,19894664,"Adventure,Animation,Comedy",tt1946502,87.0
1306,7,2001-01-19,The Pledge,45000000,19719930,"Drama,Family",tt1878917,118.0
1307,8,2005-12-16,The Producers: The Movie Musical,45000000,19398532,,,
1308,9,1996-06-07,The Phantom,45000000,17220599,,,
1309,10,2005-07-01,Rebound,45000000,16809014,"Horror,Mystery,Thriller",tt2837194,84.0
1310,11,2010-02-19,The Ghost Writer,45000000,15541549,"Drama,Mystery,Thriller",tt1139328,128.0
1311,12,2000-12-22,All the Pretty Horses,45000000,15527125,,,
1312,13,2008-09-05,Bangkok Dangerous,45000000,15298133,,,
1313,14,1995-12-20,Nixon,45000000,13668249,,,
1314,15,2012-09-21,Dredd,45000000,13414714,"Action,Crime,Sci-Fi",tt1343727,95.0
1315,16,2011-10-28,The Rum Diary,45000000,13109815,"Comedy,Drama",tt0376136,119.0
1316,17,1998-01-30,Deep Rising,45000000,11203026,,,
1317,18,2018-12-21,Welcome to Marwen,45000000,10763520,"Biography,Comedy,Drama",tt3289724,116.0
1318,19,2011-10-21,Johnny English Reborn,45000000,8406711,"Action,Adventure,Comedy",tt1634122,101.0
1319,20,2008-09-26,Miracle at St. Anna,45000000,7916887,,,
1320,21,2002-04-05,Big Trouble,45000000,7262288,,,
1321,22,2006-12-21,Man cheng jin dai huang jin jia,45000000,6566773,,,
1322,23,2007-11-16,Love in the Time of Cholera,45000000,4617608,,,
1323,24,2002-12-25,Pinocchio,45000000,3681811,"Animation,Fantasy,Musical",tt1488589,
1324,25,1997-01-31,Shadow Conspiracy,45000000,2154540,,,
1325,26,2012-12-31,Foodfight!,45000000,0,"Action,Animation,Comedy",tt0249516,91.0
1326,27,2012-10-12,Argo,44500000,136025503,"Biography,Drama,Thriller",tt1024648,120.0
1327,28,1993-08-06,The Fugitive,44000000,183875760,,,
1328,29,1985-05-22,Rambo: First Blood Part II,44000000,150415432,,,
1329,30,1996-10-18,Sleepers,44000000,53300852,,,
1330,31,2010-07-30,Charlie St. Cloud,44000000,31206263,"Drama,Fantasy,Romance",tt1438254,99.0
1331,32,1996-02-02,The Juror,44000000,22730924,Drama,tt6985094,114.0
1332,33,2014-02-06,The Interview,44000000,6105175,,tt2124945,
1333,34,1980-11-19,Heaven's Gate,44000000,3484331,Documentary,tt3570720,47.0
1334,35,2013-06-28,The Heat,43000000,159581587,"Action,Comedy,Crime",tt2404463,117.0
1335,36,2000-12-19,Finding Forrester,43000000,51768623,,,
1336,37,2000-04-14,28 Days,43000000,37035515,,,
1337,38,2005-05-13,Danny the Dog,43000000,24537621,,,
1338,39,2002-04-12,The Sweetest Thing,43000000,24430272,,,
1339,40,2018-11-09,The Girl in the Spiderâs Web,43000000,14828555,,,
1340,41,2017-01-06,A Monster Calls,43000000,3740823,"Animation,Drama,Fantasy",tt3416532,108.0
1341,42,2011-01-28,The Mechanic,42500000,29121498,"Action,Crime,Thriller",tt0472399,93.0
1342,43,1993-06-30,The Firm,42000000,158340892,,,
1343,44,2012-03-16,21 Jump Street,42000000,138447667,"Action,Comedy,Crime",tt1232829,109.0
1344,45,1999-05-28,Notting Hill,42000000,116089678,,,
1345,46,2000-06-21,Chicken Run,42000000,106793915,,,
1346,47,2004-01-16,Along Came Polly,42000000,88073507,,,
1347,48,1992-07-01,Boomerang,42000000,70052444,"Drama,Romance",tt3582040,101.0
1348,49,2009-07-10,BrÃ¼no,42000000,60054530,,,
1349,50,1963-06-12,Cleopatra,42000000,57000000,,,
1350,51,2017-05-12,Snatched,42000000,45852178,Drama,tt10065960,11.0
1351,52,2012-10-12,Here Comes the Boom,42000000,45290318,"Action,Comedy,Sport",tt1648179,105.0
1352,53,2002-04-05,High Crimes,42000000,41543207,,,
1353,54,1996-11-15,The Mirror Has Two Faces,42000000,41267469,,,
1354,55,2011-03-11,Red Riding Hood,42000000,37662162,"Fantasy,Horror,Mystery",tt1486185,100.0
1355,56,2002-01-25,The Mothman Prophecies,42000000,35228696,,,
1356,57,1989-07-14,Licence to Kill,42000000,34667015,,,
1357,58,2018-12-25,Holmes & Watson,42000000,30568743,"Adventure,Comedy,Crime",tt1255919,90.0
1358,59,2012-01-27,One for the Money,42000000,26414527,"Action,Comedy,Crime",tt1598828,91.0
1359,60,2001-03-09,15 Minutes,42000000,24375436,,,
1360,61,2005-09-16,Lord of War,42000000,24149632,,,
1361,62,1993-05-28,Super Mario Bros.,42000000,20844907,,,
1362,63,1992-10-02,Hero,42000000,19487173,Action,tt10388520,
1363,64,2012-01-27,Man on a Ledge,42000000,18620000,"Action,Adventure,Crime",tt1568338,102.0
1364,65,2010-12-03,The Warrior's Way,42000000,5666340,"Action,Fantasy,Western",tt1032751,100.0
1365,66,1997-04-18,McHale's Navy,42000000,4408420,,,
1366,67,2010-05-28,Micmacs,42000000,1259693,,,
1367,68,2006-12-31,Les BronzÃ©s 3: amis pour la vie,42000000,0,,,
1368,69,2015-12-31,Pourquoi j'ai pas mangÃ© mon pÃ¨re,42000000,0,,,
1369,70,2002-11-08,8 Mile,41000000,116724075,,,
1370,71,2019-05-31,Rocketman,41000000,57342725,"Biography,Drama,Music",tt2066051,121.0
1371,72,2001-05-11,A Knightâs Tale,41000000,56083966,,,
1372,73,2003-08-22,The Medallion,41000000,22108977,,,
1373,74,2011-10-14,The Big Year,41000000,7204138,Comedy,tt1053810,100.0
1374,75,1999-08-06,The Sixth Sense,40000000,293506292,,,
1375,76,2005-07-15,Wedding Crashers,40000000,209218368,,,
1376,77,2010-06-11,The Karate Kid,40000000,176591618,"Action,Drama,Family",tt1155076,140.0
1377,78,2015-02-13,Fifty Shades of Grey,40000000,166167230,"Drama,Romance,Thriller",tt2322441,125.0
1378,79,2009-06-19,The Proposal,40000000,163958031,Documentary,tt8106592,86.0
1379,80,2013-12-13,American Hustle,40000000,150117807,"Crime,Drama",tt1800241,138.0
1380,81,2019-05-17,John Wick: Chapter 3 â Parabellum,40000000,141744320,,,
1381,82,2003-12-25,Cheaper by the Dozen,40000000,138614544,,,
1382,83,2014-07-25,Lucy,40000000,126573960,"Action,Sci-Fi,Thriller",tt2872732,89.0
1383,84,2013-12-25,Lone Survivor,40000000,125095601,"Action,Biography,Drama",tt1091191,121.0
1384,85,1989-11-22,Back to the Future Part II,40000000,118450002,,,
1385,86,1999-09-24,Double Jeopardy,40000000,116735231,,,
1386,87,2003-07-25,Spy Kids 3-D: Game Over,40000000,111760631,,,
1387,88,1996-07-24,A Time to Kill,40000000,108766007,,,
1388,89,1992-07-01,A League of Their Own,40000000,107533925,,,
1389,90,2016-06-10,The Conjuring 2: The Enfield Poltergeist,40000000,102470008,,,
1390,91,2010-10-01,The Social Network,40000000,96962694,"Biography,Drama",tt1285016,120.0
1391,92,2009-08-07,Julie & Julia,40000000,94125426,,,
1392,93,2009-02-06,He's Just Not That Into You,40000000,93953653,,,
1393,94,2017-02-10,John Wick: Chapter Two,40000000,92029184,,,
1394,95,2016-01-15,Ride Along 2,40000000,90862685,"Action,Comedy,Crime",tt2869728,102.0
1395,96,2006-04-14,Scary Movie 4,40000000,90710620,,,
1396,97,2015-03-27,Get Hard,40000000,90411453,"Comedy,Crime",tt2561572,100.0
1397,98,2000-02-04,Scream 3,40000000,89138076,,,
1398,99,1990-05-24,Back to the Future Part III,40000000,88055283,,,
1399,100,2016-10-14,The Accountant,40000000,86260045,"Action,Crime,Drama",tt2140479,128.0
1400,1,2014-11-14,Dumb and Dumber To,40000000,86208010,"Adventure,Comedy",tt2096672,109.0
1401,2,2014-04-25,The Other Woman,40000000,83911193,"Comedy,Romance",tt2203939,109.0
1402,3,1992-11-13,Bram Stoker's Dracula,40000000,82522790,,,
1403,4,2006-02-17,Eight Below,40000000,81612565,,,
1404,5,1999-12-24,The Talented Mr. Ripley,40000000,81292135,,,
1405,6,2015-09-25,The Intern,40000000,75764672,,tt1636456,65.0
1406,7,1992-09-25,The Last of the Mohicans,40000000,75505856,,,
1407,8,2004-10-29,Ray,40000000,75305995,Crime,tt9844102,111.0
1408,9,2005-04-01,Sin City,40000000,74103820,,,
1409,10,2015-10-16,Bridge of Spies,40000000,72313754,"Drama,History,Thriller",tt3682448,142.0
1410,11,2008-02-22,Vantage Point,40000000,72266306,,,
1411,12,2009-03-20,"I Love You, Man",40000000,72013010,,,
1412,13,2001-11-09,Shallow Hal,40000000,70836296,,,
1413,14,1991-12-20,JFK,40000000,70405498,,,
1414,15,2006-01-27,Big Momma's House 2,40000000,70165972,,,
1415,16,2018-09-21,The House with a Clock in its Walls,40000000,68549695,,,
1416,17,2016-11-04,Hacksaw Ridge,40000000,67209615,"Biography,Drama,History",tt2119532,139.0
1417,18,2001-03-02,The Mexican,40000000,66808615,,,
1418,19,2009-08-28,The Final Destination,40000000,66477700,,,
1419,20,2009-04-17,17 Again,40000000,64167069,,,
1420,21,2011-02-18,Unknown,40000000,63686397,"Action,Mystery,Thriller",tt1401152,113.0
1421,22,2010-06-04,Get Him to the Greek,40000000,61153526,"Adventure,Comedy,Music",tt1226229,109.0
1422,23,2003-11-21,Gothika,40000000,59588068,,,
1423,24,2001-11-30,Behind Enemy Lines,40000000,58855732,,,
1424,25,2011-03-18,The Lincoln Lawyer,40000000,58009200,"Crime,Drama,Thriller",tt1189340,118.0
1425,26,2004-10-15,Shall We Dance?,40000000,57887882,,,
1426,27,2006-08-25,Invincible,40000000,57806952,Action,tt9134678,
1427,28,2013-02-15,Escape From Planet Earth,40000000,57012977,,,
1428,29,1998-07-10,Small Soldiers,40000000,55143823,,,
1429,30,1997-07-31,Spawn,40000000,54979992,,,
1430,31,2014-11-26,Horrible Bosses 2,40000000,54445357,"Comedy,Crime",tt2170439,108.0
1431,32,2002-01-25,The Count of Monte Cristo,40000000,54228104,,,
1432,33,2006-10-20,The Prestige,40000000,53089891,,,
1433,34,2006-06-16,The Lake House,40000000,52330111,,,
1434,35,2010-07-09,Predators,40000000,52000688,"Action,Adventure,Sci-Fi",tt1424381,107.0
1435,36,2012-08-15,The Odd Life of Timothy Green,40000000,51853450,"Comedy,Drama,Family",tt1462769,105.0
1436,37,1987-07-31,The Living Daylights,40000000,51185000,,,
1437,38,2006-12-08,Apocalypto,40000000,50866635,,,
1438,39,2007-02-14,Music and Lyrics,40000000,50572589,,,
1439,40,1986-06-18,Legal Eagles,40000000,49851591,,,
1440,41,2004-03-12,Secret Window,40000000,47958031,,,
1441,42,2005-08-12,The Skeleton Key,40000000,47907715,,,
1442,43,2014-06-20,Jersey Boys,40000000,47047013,"Biography,Drama,Music",tt1742044,134.0
1443,44,2008-05-02,Made of Honor,40000000,46012734,,,
1444,45,1997-11-21,The Rainmaker,40000000,45916769,,,
1445,46,1992-02-07,Medicine Man,40000000,44948240,,,
1446,47,1997-12-12,Amistad,40000000,44212592,,,
1447,48,2014-05-30,A Million Ways to Die in The West,40000000,42720965,,,
1448,49,2011-08-12,Final Destination 5,40000000,42587643,Horror,tt1622979,92.0
1449,50,2018-11-16,Widows,40000000,42402632,"Comedy,Drama",tt1785670,100.0
1450,51,2005-04-08,Fever Pitch,40000000,42071069,,,
1451,52,2007-12-25,Aliens vs. Predator - Requiem,40000000,41797066,,,
1452,53,2007-12-25,The Water Horse: Legend of the Deep,40000000,40412817,,,
1453,54,2014-07-18,Sex Tape,40000000,38543473,"Comedy,Romance",tt1956620,94.0
1454,55,2011-04-15,Scream 4,40000000,38180928,"Horror,Mystery",tt1262416,111.0
1455,56,1994-12-21,Ri¢hie Ri¢h,40000000,38087756,,,
1456,57,2000-08-11,Autumn in New York,40000000,37752931,,,
1457,58,2011-03-18,Paul,40000000,37412945,"Adventure,Comedy,Sci-Fi",tt1092026,104.0
1458,59,2012-12-19,The Guilt Trip,40000000,37134215,"Comedy,Drama",tt1694020,95.0
1459,60,2011-08-26,Colombiana,40000000,36665854,"Action,Drama,Thriller",tt1657507,108.0
1460,61,1999-02-26,8MM,40000000,36443442,,,
1461,62,2018-01-12,The Commuter,40000000,36343858,"Action,Mystery,Thriller",tt1590193,105.0
1462,63,2000-02-18,Hanging Up,40000000,36037909,,,
1463,64,1991-03-01,The Doors,40000000,34416893,,,
1464,65,1999-08-20,Mickey Blue Eyes,40000000,33864342,,,
1465,66,2000-10-20,Pay it Forward,40000000,33508922,,,
1466,67,2011-04-08,Arthur,40000000,33035397,"Comedy,Romance",tt1334512,110.0
1467,68,2008-03-21,Drillbit Taylor,40000000,32862104,,,
1468,69,2016-12-21,Patriots Day,40000000,31886361,"Action,Crime,Drama",tt4572514,133.0
1469,70,2011-12-25,Extremely Loud and Incredibly Close,40000000,31847881,,,
1470,71,1994-07-01,The Shadow,40000000,31835600,Documentary,tt3406032,45.0
1471,72,2008-11-26,Transporter 3,40000000,31715062,,,
1472,73,2010-11-10,Morning Glory,40000000,31011732,"Comedy,Drama,Romance",tt1126618,107.0
1473,74,2005-11-09,Get Rich or Die Tryin',40000000,30981850,,,
1474,75,2019-05-03,Long Shot,40000000,30202860,"Comedy,Romance",tt2139881,125.0
1475,76,2000-08-25,The Art of War,40000000,30199105,War,tt7091956,96.0
1476,77,2013-12-25,Grudge Match,40000000,29807260,"Comedy,Drama,Sport",tt1661382,113.0
1477,78,2000-08-11,Bless the Child,40000000,29374178,,,
1478,79,2005-11-23,Rent,40000000,29077547,,,
1479,80,1999-04-02,The Out-of-Towners,40000000,28544120,,,
1480,81,2017-08-11,The Nut Job 2: Nutty by Nature,40000000,28370522,"Adventure,Animation,Comedy",tt3486626,91.0
1481,82,1996-08-23,The Island of Dr. Moreau,40000000,27682712,,,
1482,83,2001-09-07,The Musketeer,40000000,27053815,,,
1483,84,2017-01-27,Resident Evil: The Final Chapter,40000000,26844692,"Action,Horror,Sci-Fi",tt2592614,107.0
1484,85,2008-02-29,The Other Boleyn Girl,40000000,26814957,,,
1485,86,2017-06-30,The House,40000000,25584504,"Drama,Mystery,Thriller",tt1961562,109.0
1486,87,2001-02-16,Sweet November,40000000,25288103,,,
1487,88,2007-04-05,The Reaping,40000000,25126214,"Comedy,Horror,Thriller",tt4203258,84.0
1488,89,2011-01-07,Season of the Witch,40000000,24827228,"Action,Adventure,Fantasy",tt0479997,95.0
1489,90,1994-06-03,Renaissance Man,40000000,24172899,Documentary,tt2149484,
1490,91,1998-05-15,Quest for Camelot,40000000,22772500,,,
1491,92,2002-09-06,City by the Sea,40000000,22433915,,,
1492,93,1999-01-15,At First Sight,40000000,22365133,,,
1493,94,2016-08-26,Mechanic: Resurrection,40000000,21218403,"Action,Adventure,Thriller",tt3522806,98.0
1494,95,2004-01-16,Torque,40000000,21176322,,,
1495,96,2009-11-13,Fantastic Mr. Fox,40000000,21002919,,,
1496,97,1995-09-22,Showgirls,40000000,20350754,,,
1497,98,1996-02-16,City Hall,40000000,20278055,,,
1498,99,2012-02-03,Big Miracle,40000000,20157300,"Biography,Drama,Family",tt1430615,107.0
1499,100,2012-12-21,The Impossible,40000000,19019882,"Drama,History,Thriller",tt1649419,114.0
1500,1,2012-03-09,A Thousand Words,40000000,18450127,"Comedy,Drama",tt0763831,91.0
1501,2,2006-10-20,Marie Antoinette,40000000,15962471,,,
1502,3,2000-10-06,Get Carter,40000000,14967182,,,
1503,4,1995-04-21,Kiss of Death,40000000,14942422,"Comedy,Drama",tt7097350,124.0
1504,5,2002-04-26,"Life, or Something Like It",40000000,14448589,,,
1505,6,1987-05-15,Ishtar,40000000,14375181,,,
1506,7,1992-02-28,Memoirs of an Invisible Man,40000000,14358033,,,
1507,8,2009-10-23,Amelia,40000000,14279575,,,
1508,9,2009-10-23,Cirque du Freak: The Vampire's Assistant,40000000,14046595,,,
1509,10,2004-05-07,New York Minute,40000000,14018364,,,
1510,11,1999-03-12,The Deep End of the Ocean,40000000,13508635,,,
1511,12,2004-11-05,Alfie,40000000,13395939,,,
1512,13,2002-08-30,FearDotCom,40000000,13208023,,,
1513,14,2008-11-07,Soul Men,40000000,12082391,,,
1514,15,2015-03-20,The Gunman,40000000,10664749,"Action,Crime,Drama",tt2515034,115.0
1515,16,1999-08-20,Universal Soldier II: The Return,40000000,10447421,,,
1516,17,2009-09-25,Pandorum,40000000,10330853,,,
1517,18,2003-09-26,Duplex,40000000,9652000,,,
1518,19,2013-08-16,Paranoia,40000000,7388654,"Drama,Thriller",tt1413495,106.0
1519,20,1980-08-01,Raise the Titanic,40000000,7000000,,,
1520,21,2015-07-10,Baahubali: The Beginning,40000000,6738000,"Action,Drama",tt2631186,159.0
1521,22,2018-03-09,The Hurricane Heist,40000000,6115824,"Action,Adventure,Crime",tt5360952,103.0
1522,23,2002-01-04,Impostor,40000000,6114237,,,
1523,24,2015-11-25,Victor Frankenstein,40000000,5775076,"Drama,Horror,Sci-Fi",tt1976009,110.0
1524,25,2002-11-27,Extreme Ops,40000000,4835968,,,
1525,26,2001-04-06,Just Visiting,40000000,4777007,,,
1526,27,2014-06-27,Snowpiercer,40000000,4563029,"Action,Drama,Sci-Fi",tt1706620,126.0
1527,28,2007-07-20,Sunshine,40000000,3688560,Drama,tt2083347,87.0
1528,29,1994-03-11,The Hudsucker Proxy,40000000,2816518,,,
1529,30,2016-11-11,Billy Lynnâs Long Halftime Walk,40000000,1738477,,,
1530,31,1986-07-01,Pirates,40000000,1641825,"Action,Adventure,Comedy",tt3485166,130.0
1531,32,2008-12-12,Delgo,40000000,915840,,,
1532,33,2007-09-07,The Hunting Party,40000000,876671,,,
1533,34,2006-10-13,Alex Rider: Operation Stormbreaker,40000000,659210,,,
1534,35,2009-11-20,Red Cliff,40000000,627047,,,
1535,36,2004-09-24,The Last Shot,40000000,463730,Action,tt1754651,47.0
1536,37,2007-03-16,Nomad,40000000,79123,Drama,tt6111842,83.0
1537,38,2013-04-16,Un monstre Ã Paris,40000000,0,,,
1538,39,2019-06-21,Kursk,40000000,0,Drama,tt2392373,
1539,40,2016-11-11,USS Indianapolis: Men of Courage,40000000,0,"Action,Drama,History",tt2032572,128.0
1540,41,2014-12-31,Dragon Nest Warriors' Dawn,40000000,0,,,
1541,42,2018-12-31,The Crow,40000000,0,,,
1542,43,2019-09-13,The Goldfinch,40000000,0,Drama,tt3864056,
1543,44,2019-12-31,Down Under Cover,40000000,0,,,
1544,45,2009-08-14,The Time Traveler's Wife,39000000,63414846,,,
1545,46,1983-06-17,Superman III,39000000,59950623,,,
1546,47,2007-02-02,Because I Said So,39000000,42674040,,,
1547,48,2012-10-05,Frankenweenie,39000000,35287788,"Animation,Comedy,Family",tt1142977,87.0
1548,49,1996-03-29,Sgt. Bilko,39000000,30356589,,,
1549,50,2005-09-30,Serenity,39000000,25514517,"Biography,Documentary,Drama",tt1913131,93.0
1550,51,2007-09-07,Shoot 'Em Up,39000000,12796824,,,
1551,52,2004-02-20,Against the Ropes,39000000,5881504,,,
1552,53,2013-08-23,Yi dai zong shi,38600000,6594959,,,
1553,54,2001-06-22,The Fast and the Furious,38000000,144512310,,,
1554,55,2002-09-27,Sweet Home Alabama,38000000,127214072,,,
1555,56,2009-07-24,The Ugly Truth,38000000,88915214,,,
1556,57,2002-08-07,Spy Kids 2: The Island of Lost Dreams,38000000,85846296,,,
1557,58,1994-11-18,Star Trek: Generations,38000000,75671262,,,
